Well;Date_;Pump_Type;Rig_Type;Work_Done;Notes
X-3962;14.02.1978;SRP;RP;Work#7;
X-1643;14.02.1978;SRP;RP;Work#4;
X-5239;15.02.1978;PCP;ID;Work#10;
X-3394;13.02.1978;SRP;RP;Work#1;
X-5249;14.02.1978;PCP;ID;Work#1;
X-5227;12.02.1978;SRP;RP;Work#9;
X-3980;13.02.1978;SRP;RP;Work#4;
X-4338;12.02.1978;SRP;RP;Work#4;
X-3254;12.02.1978;SRP;RP;Work#6;
X-5842;12.02.1978;SRP;RP;Work#8;
X-3716;11.02.1978;SRP;RP;Work#4;
X-1971;11.02.1978;SRP;RP;Work#1;
X-5249;10.02.1978;PCP;RP;Work#10;
X-6623;10.02.1978;SRP;RP;Work#8;
X-1971;9.02.1978;SRP;GD;Work#3;
X-9516;18.02.1978;PCP;ID;Work#7;
X-7129;10.02.1978;SRP;RP;Work#4;
X-7140;10.02.1978;PCP;RP;Work#3;
X-8831;9.02.1978;PCP;RP;Work#7;
X-9242;10.02.1978;PCP;RP;Work#8;
X-8217;11.02.1978;PCP;RP;Work#2;
X-7894;10.02.1978;PCP;RP;Work#7;
X-4602;8.02.1978;SRP;RP;Work#2;
X-2692;9.02.1978;SRP;RP;Work#8;
X-7249;20.02.1978;PCP;ID;Work#4;
X-1643;8.02.1978;SRP;RP;Work#1;
X-8665;10.02.1978;SRP;ID;Work#4;
X-4122;8.02.1978;SRP;ID;Work#8;
X-9516;7.02.1978;PCP;RP;Work#9;
X-7983;7.02.1978;PCP;RP;Work#5;
X-1222;10.02.1978;SRP;RP;Work#9;
X-9386;7.02.1978;SRP;RP;Work#2;
X-9802;8.02.1978;SRP;RP;Work#9;
X-8919;6.02.1978;SRP;RP;Work#6;
X-3202;8.02.1978;SRP;RP;Work#7;
X-6772;7.02.1978;SRP;RP;Work#7;
X-4338;6.02.1978;SRP;RP;Work#6;
X-581;5.02.1978;PCP;RP;Work#8;
X-1971;5.02.1978;SRP;RP;Work#7;
X-6755;5.02.1978;SRP;RP;Work#2;
X-968;5.02.1978;SRP;RP;Work#2;
X-9386;5.02.1978;SRP;RP;Work#8;
X-1987;5.02.1978;SRP;RP;Work#4;
X-595;9.02.1978;SRP;ID;Work#1;
X-7249;6.02.1978;PCP;RP;Work#2;
X-1643;6.02.1978;SRP;RP;Work#4;
X-5239;9.02.1978;PCP;RP;Work#8;
X-10953;7.02.1978;SRP;ID;Work#10;
X-4122;5.02.1978;SRP;RP;Work#10;
X-8217;5.02.1978;PCP;ID;Work#5;
X-252;3.02.1978;PCP;RP;Work#10;
X-1491;3.02.1978;SRP;RP;Work#9;
X-6641;25.02.1978;PCP;ID;Work#2;
X-3980;3.02.1978;SRP;RP;Work#2;
X-5117;3.02.1978;SRP;RP;Work#10;
X-1987;3.02.1978;SRP;RP;Work#3;
X-3835;3.02.1978;SRP;RP;Work#8;
X-955;2.02.1978;SRP;RP;Work#10;
X-3394;2.02.1978;SRP;RP;Work#3;
X-5842;3.02.1978;SRP;RP;Work#1;
X-860;3.02.1978;SRP;RP;Work#4;
X-3716;4.02.1978;SRP;ID;Work#3;
X-7046;1.02.1978;SRP;RP;Work#1;
X-2826;29.01.1978;SRP;RP;Work#6;
X-7894;1.02.1978;PCP;RP;Work#8;
X-9983;1.02.1978;SRP;RP;Work#2;
X-4338;1.02.1978;SRP;RP;Work#7;
X-6772;29.01.1978;SRP;RP;Work#2;
X-8217;1.02.1978;SRP;RP;Work#7;
X-10953;1.02.1978;SRP;RP;Work#4;
X-8280;1.02.1978;SRP;RP;Work#10;
X-7111;30.01.1978;SRP;ID;Work#6;
X-3835;28.01.1978;SRP;RP;Work#1;
X-5117;28.01.1978;SRP;RP;Work#3;
X-7046;28.01.1978;SRP;RP;Work#6;
X-9940;29.01.1978;PCP;RP;Work#7;
X-1643;29.01.1978;SRP;ID;Work#9;
X-8280;28.01.1978;SRP;RP;Work#8;
X-10953;28.01.1978;SRP;RP;Work#7;
X-1643;26.01.1978;SRP;RP;Work#9;
X-5059;26.01.1978;SRP;RP;Work#10;
X-5069;26.01.1978;PCP;RP;Work#2;
X-3962;26.01.1978;SRP;RP;Work#9;
X-7111;27.01.1978;SRP;RP;Work#3;
X-3757;28.01.1978;PCP;RP;Work#5;
X-2392;28.01.1978;SRP;RP;Work#8;
X-4328;28.01.1978;SRP;RP;Work#9;
X-6755;27.01.1978;SRP;RP;Work#3;
X-8919;26.01.1978;SRP;RP;Work#5;
X-1987;25.01.1978;SRP;RP;Work#8;
X-3394;25.01.1978;SRP;RP;Work#3;
X-4733;25.01.1978;SRP;RP;Work#7;
X-3962;24.01.1978;SRP;RP;Work#5;
X-1971;25.01.1978;SRP;RP;Work#4;
X-7129;23.01.1978;SRP;RP;Work#6;
X-2392;23.01.1978;SRP;RP;Work#5;
X-6772;23.01.1978;SRP;RP;Work#8;
X-10953;25.01.1978;SRP;RP;Work#2;
X-10467;23.01.1978;SRP;RP;Work#4;
X-1802;24.01.1978;PCP;ID;Work#7;
X-5842;23.01.1978;SRP;RP;Work#4;
X-4733;22.01.1978;SRP;RP;Work#8;
X-5857;29.01.1978;PCP;RP;Work#5;
X-4196;6.02.1978;PCP;ID;Work#4;
X-6772;20.01.1978;SRP;RP;Work#7;
X-483;21.01.1978;SRP;RP;Work#7;
X-3980;22.01.1978;SRP;RP;Work#2;
X-4328;20.01.1978;SRP;RP;Work#5;
X-2826;20.01.1978;SRP;RP;Work#9;
X-8665;19.01.1978;SRP;RP;Work#5;
X-1643;20.01.1978;SRP;RP;Work#9;
X-2392;20.01.1978;SRP;RP;Work#6;
X-1802;19.01.1978;PCP;RP;Work#4;
X-3394;18.01.1978;SRP;RP;Work#1;
X-7454;19.01.1978;SRP;ID;Work#2;
X-3716;28.01.1978;SRP;RP;Work#6;
X-5117;17.01.1978;SRP;RP;Work#3;
X-696;18.01.1978;SRP;RP;Work#3;
X-8919;18.01.1978;SRP;RP;Work#3;
X-10537;18.01.1978;SRP;RP;Work#5;
X-6933;18.01.1978;SRP;RP;Work#10;
X-4122;19.01.1978;SRP;RP;Work#8;
X-6772;18.01.1978;SRP;RP;Work#5;
X-3835;18.01.1978;SRP;RP;Work#10;
X-4328;17.01.1978;SRP;RP;Work#6;
X-4602;15.01.1978;SRP;RP;Work#1;
X-1683;20.01.1978;SRP;ID;Work#5;
X-3716;16.01.1978;SRP;RP;Work#4;
X-8471;16.01.1978;PCP;RP;Work#10;
X-4733;16.01.1978;SRP;RP;Work#3;
X-10937;23.01.1978;SRP;RP;Work#5;
X-7129;18.01.1978;SRP;ID;Work#5;
X-4122;15.01.1978;SRP;RP;Work#9;
X-4338;16.01.1978;SRP;RP;Work#3;
X-4872;15.01.1978;SRP;RP;Work#8;
X-7454;17.01.1978;SRP;RP;Work#4;
X-8280;16.01.1978;SRP;RP;Work#5;
X-1643;16.01.1978;SRP;RP;Work#5;
X-1491;16.01.1978;SRP;RP;Work#6;
X-8000;17.01.1978;SRP;RP;Work#8;
X-860;17.01.1978;SRP;RP;Work#5;
X-9386;12.01.1978;SRP;RP;Work#2;
X-1987;12.01.1978;SRP;RP;Work#2;
X-4602;12.01.1978;SRP;RP;Work#5;
X-3716;12.01.1978;SRP;RP;Work#5;
X-2826;12.01.1978;SRP;RP;Work#9;
X-483;12.01.1978;SRP;RP;Work#3;
X-1683;13.01.1978;SRP;RP;Work#10;
X-1491;11.01.1978;SRP;RP;Work#9;
X-10937;13.01.1978;SRP;RP;Work#10;
X-1643;12.01.1978;SRP;RP;Work#5;
X-5842;11.01.1978;SRP;RP;Work#3;
X-520;11.01.1978;SRP;RP;Work#9;
X-860;11.01.1978;SRP;RP;Work#9;
X-10103;20.01.1978;PCP;RP;Work#6;
X-5069;11.01.1978;PCP;RP;Work#1;
X-7046;12.01.1978;SRP;ID;Work#2;
X-1643;9.01.1978;SRP;RP;Work#1;
X-10937;9.01.1978;SRP;RP;Work#4;
X-9030;26.02.1978;PCP;RP;Work#2;
X-5059;9.01.1978;SRP;RP;Work#10;
X-10537;9.01.1978;SRP;RP;Work#3;
X-3835;9.01.1978;SRP;RP;Work#8;
X-6464;9.01.1978;PCP;RP;Work#5;
X-6755;9.01.1978;SRP;RP;Work#10;
X-2826;8.01.1978;SRP;RP;Work#10;
X-7070;8.01.1978;SRP;RP;Work#9;
X-3848;8.01.1978;PCP;RP;Work#7;
X-6649;8.01.1978;SRP;RP;Work#1;
X-3394;8.01.1978;SRP;RP;Work#5;
X-520;8.01.1978;SRP;RP;Work#5;
X-860;8.01.1978;SRP;RP;Work#10;
X-8000;11.01.1978;SRP;RP;Work#1;
X-1683;9.01.1978;SRP;RP;Work#10;
X-10537;7.01.1978;SRP;RP;Work#7;
X-7046;7.01.1978;SRP;RP;Work#4;
X-4241;7.01.1978;SRP;RP;Work#3;
X-10440;6.01.1978;PCP;RP;Work#6;
X-1751;7.01.1978;PCP;ID;Work#10;
X-8280;7.01.1978;SRP;RP;Work#5;
X-9030;7.01.1978;PCP;RP;Work#1;
X-4480;7.01.1978;SRP;RP;Work#9;
X-595;6.01.1978;SRP;RP;Work#7;
X-8560;11.01.1978;PCP;ID;Work#10;
X-7229;7.01.1978;SRP;RP;Work#2;
X-4693;13.01.1978;PCP;ID;Work#10;
X-528;7.01.1978;PCP;RP;Work#9;
X-3394;6.01.1978;SRP;RP;Work#4;
X-2844;8.01.1978;PCP;ID;Work#5;
X-6649;6.01.1978;SRP;RP;Work#9;
X-1751;6.01.1978;PCP;RP;Work#8;
X-5857;19.01.1978;PCP;RP;Work#1;
X-9958;5.01.1978;SRP;RP;Work#2;
X-3962;4.01.1978;SRP;RP;Work#1;
X-5059;4.01.1978;SRP;GD;Work#9;
X-3980;5.01.1978;SRP;RP;Work#4;
X-1683;5.01.1978;SRP;RP;Work#7;
X-3835;4.01.1978;SRP;RP;Work#10;
X-8280;5.01.1978;SRP;RP;Work#1;
X-7070;4.01.1978;SRP;RP;Work#10;
X-1751;3.01.1978;PCP;RP;Work#3;
X-8280;2.01.1978;SRP;RP;Work#10;
X-8560;4.01.1978;PCP;RP;Work#4;
X-4190;2.01.1978;SRP;RP;Work#1;
X-10440;3.01.1978;PCP;RP;Work#4;
X-4733;2.01.1978;SRP;RP;Work#7;
X-2649;3.01.1978;SRP;RP;Work#2;
X-3757;3.01.1978;PCP;ID;Work#3;
X-2844;3.01.1978;PCP;RP;Work#8;
X-5256;4.01.1978;PCP;RP;Work#6;
X-5857;3.01.1978;PCP;RP;Work#5;
X-5751;1.01.1978;PCP;RP;Work#8;
X-3962;31.12.1977;SRP;RP;Work#4;
X-6623;31.12.1977;SRP;RP;Work#10;
X-7879;1.01.1978;SRP;RP;Work#6;
X-1643;2.01.1978;SRP;RP;Work#7;
X-4693;4.01.1978;PCP;RP;Work#1;
X-3757;30.12.1977;PCP;RP;Work#10;
X-6826;30.12.1977;PCP;RP;Work#1;
X-4733;30.12.1977;SRP;RP;Work#10;
X-5059;29.12.1977;SRP;RP;Work#1;
X-3978;29.12.1977;SRP;RP;Work#5;
X-4328;31.12.1977;PCP;ID;Work#5;
X-7046;30.12.1977;SRP;RP;Work#6;
X-3757;28.12.1977;PCP;RP;Work#7;
X-7070;28.12.1977;SRP;GD;Work#5;
X-3716;28.12.1977;SRP;RP;Work#5;
X-4122;28.12.1977;SRP;RP;Work#2;
X-4328;28.12.1977;SRP;RP;Work#8;
X-528;1.01.1978;PCP;ID;Work#10;
X-6623;28.12.1977;SRP;RP;Work#9;
X-7879;28.12.1977;SRP;GD;Work#1;
X-3819;4.01.1978;PCP;ID;Work#4;
X-696;3.01.1978;SRP;RP;Work#4;
X-8280;29.12.1977;SRP;ID;Work#10;
X-7249;5.01.1978;PCP;ID;Work#9;
X-5857;30.12.1977;PCP;RP;Work#1;
X-5059;27.12.1977;SRP;RP;Work#2;
X-528;27.12.1977;PCP;RP;Work#1;
X-7046;27.12.1977;SRP;RP;Work#9;
X-4693;27.12.1977;PCP;RP;Work#3;
X-4241;26.12.1977;SRP;RP;Work#4;
X-3716;26.12.1977;SRP;RP;Work#2;
X-1111;26.12.1977;SRP;RP;Work#1;
X-8665;26.12.1977;SRP;RP;Work#1;
X-1683;3.01.1978;SRP;RP;Work#3;
X-6649;2.01.1978;SRP;RP;Work#1;
X-10440;28.12.1977;PCP;ID;Work#9;
X-696;25.12.1977;SRP;RP;Work#4;
X-5857;25.12.1977;PCP;RP;Work#5;
X-8280;25.12.1977;SRP;RP;Work#9;
X-3394;25.12.1977;SRP;RP;Work#9;
X-3811;25.12.1977;SRP;RP;Work#2;
X-7111;25.12.1977;SRP;RP;Work#10;
X-4122;26.12.1977;SRP;RP;Work#8;
X-2426;26.12.1977;PCP;ID;Work#3;
X-3819;25.12.1977;PCP;RP;Work#1;
X-4122;24.12.1977;SRP;RP;Work#2;
X-4328;25.12.1977;PCP;ID;Work#10;
X-9009;25.12.1977;PCP;RP;Work#2;
X-2649;25.12.1977;SRP;RP;Work#6;
X-483;24.12.1977;SRP;RP;Work#9;
X-10440;23.12.1977;PCP;RP;Work#4;
X-8919;23.12.1977;SRP;RP;Work#4;
X-3978;23.12.1977;SRP;RP;Work#10;
X-9983;23.12.1977;SRP;RP;Work#6;
X-6649;23.12.1977;SRP;RP;Work#9;
X-1683;23.12.1977;SRP;RP;Work#9;
X-7249;25.12.1977;PCP;RP;Work#10;
X-7046;24.12.1977;SRP;RP;Work#5;
X-8000;6.01.1978;SRP;RP;Work#4;
X-4896;22.12.1977;SRP;RP;Work#5;
X-4328;22.12.1977;PCP;RP;Work#2;
X-2426;22.12.1977;PCP;RP;Work#3;
X-7070;23.12.1977;SRP;RP;Work#9;
X-8280;23.12.1977;SRP;RP;Work#7;
X-696;22.12.1977;SRP;RP;Work#10;
X-10103;6.01.1978;PCP;ID;Work#9;
X-9983;21.12.1977;SRP;RP;Work#10;
X-7249;21.12.1977;PCP;RP;Work#5;
X-7046;21.12.1977;SRP;RP;Work#9;
X-3934;22.12.1977;SRP;ID;Work#4;
X-520;20.12.1977;SRP;RP;Work#2;
X-8000;21.12.1977;SRP;RP;Work#9;
X-3848;20.12.1977;PCP;RP;Work#10;
X-1683;20.12.1977;SRP;RP;Work#8;
X-10103;19.12.1977;PCP;RP;Work#5;
X-3962;19.12.1977;SRP;RP;Work#8;
X-9940;23.12.1977;PCP;ID;Work#8;
X-7129;3.01.1978;SRP;RP;Work#5;
X-1111;20.12.1977;SRP;RP;Work#7;
X-1751;20.12.1977;PCP;ID;Work#7;
X-8280;20.12.1977;SRP;RP;Work#7;
X-4122;19.12.1977;SRP;RP;Work#2;
X-6649;19.12.1977;SRP;RP;Work#6;
X-7983;18.12.1977;PCP;RP;Work#10;
X-1056;19.12.1977;SRP;RP;Work#3;
X-3003;19.12.1977;PCP;RP;Work#9;
X-4896;19.12.1977;SRP;RP;Work#10;
X-2649;19.12.1977;SRP;RP;Work#2;
X-6623;17.12.1977;SRP;RP;Work#9;
X-7127;16.01.1978;SRP;ID;Work#7;
X-8919;17.12.1977;SRP;RP;Work#8;
X-7046;19.12.1977;SRP;RP;Work#4;
X-1751;17.12.1977;PCP;RP;Work#6;
X-8217;20.12.1977;PCP;RP;Work#8;
X-10937;7.01.1978;SRP;RP;Work#4;
X-9940;17.12.1977;PCP;RP;Work#4;
X-7129;16.12.1977;SRP;RP;Work#4;
X-7127;16.12.1977;SRP;RP;Work#4;
X-6464;16.12.1977;PCP;RP;Work#1;
X-8217;16.12.1977;PCP;RP;Work#10;
X-10937;15.12.1977;SRP;RP;Work#3;
X-6649;15.12.1977;SRP;RP;Work#7;
X-3934;19.12.1977;SRP;RP;Work#4;
X-8000;17.12.1977;SRP;RP;Work#9;
X-10467;16.12.1977;SRP;RP;Work#5;
X-10953;16.12.1977;SRP;RP;Work#10;
X-4602;17.12.1977;SRP;RP;Work#10;
X-1683;18.12.1977;SRP;RP;Work#5;
X-7129;14.12.1977;SRP;RP;Work#5;
X-7879;14.12.1977;SRP;RP;Work#6;
X-2649;13.12.1977;SRP;RP;Work#9;
X-97;16.12.1977;SRP;RP;Work#9;
X-595;12.12.1977;SRP;GD;Work#6;
X-2601;12.12.1977;SRP;RP;Work#8;
X-7127;12.12.1977;SRP;GD;Work#5;
X-4715;13.12.1977;PCP;RP;Work#2;
X-3716;14.12.1977;SRP;RP;Work#7;
X-3934;13.12.1977;SRP;RP;Work#9;
X-2426;13.12.1977;PCP;RP;Work#7;
X-6420;14.12.1977;PCP;ID;Work#10;
X-3811;13.12.1977;SRP;RP;Work#3;
X-8000;13.12.1977;SRP;RP;Work#1;
X-10953;12.12.1977;SRP;RP;Work#3;
X-6420;10.12.1977;PCP;RP;Work#2;
X-7930;10.12.1977;SRP;RP;Work#1;
X-1987;10.12.1977;SRP;RP;Work#9;
X-3394;11.12.1977;SRP;RP;Work#5;
X-7129;11.12.1977;SRP;RP;Work#6;
X-1878;15.12.1977;PCP;ID;Work#2;
X-307;11.12.1977;SRP;RP;Work#3;
X-8665;12.12.1977;SRP;RP;Work#2;
X-3934;10.12.1977;SRP;RP;Work#3;
X-3811;10.12.1977;SRP;GD;Work#10;
X-10467;8.12.1977;SRP;RP;Work#10;
X-10937;12.12.1977;SRP;RP;Work#1;
X-97;11.12.1977;SRP;RP;Work#2;
X-6623;10.12.1977;SRP;RP;Work#7;
X-10953;9.12.1977;SRP;RP;Work#7;
X-7127;9.12.1977;SRP;RP;Work#10;
X-8831;8.12.1977;PCP;RP;Work#3;
X-4241;7.12.1977;SRP;RP;Work#9;
X-8665;7.12.1977;SRP;RP;Work#3;
X-6649;7.12.1977;SRP;RP;Work#9;
X-9370;6.12.1977;SRP;RP;Work#8;
X-6732;6.12.1977;SRP;RP;Work#4;
X-1878;7.12.1977;PCP;RP;Work#7;
X-5059;8.12.1977;SRP;RP;Work#8;
X-8919;7.12.1977;SRP;RP;Work#3;
X-5842;7.12.1977;SRP;RP;Work#9;
X-7879;5.12.1977;SRP;RP;Work#9;
X-8560;5.12.1977;PCP;ID;Work#10;
X-7070;6.12.1977;SRP;RP;Work#1;
X-2649;7.12.1977;SRP;ID;Work#3;
X-7454;3.12.1977;SRP;RP;Work#3;
X-1222;4.12.1977;SRP;RP;Work#9;
X-2649;4.12.1977;SRP;RP;Work#5;
X-1987;4.12.1977;SRP;RP;Work#5;
X-7229;4.12.1977;SRP;RP;Work#6;
X-7129;4.12.1977;SRP;RP;Work#1;
X-696;6.12.1977;SRP;RP;Work#8;
X-2826;3.12.1977;SRP;RP;Work#9;
X-8560;3.12.1977;PCP;RP;Work#8;
X-97;6.12.1977;SRP;RP;Work#2;
X-8831;1.12.1977;PCP;RP;Work#6;
X-528;19.12.1977;PCP;ID;Work#8;
X-10937;6.12.1977;SRP;RP;Work#2;
X-97;1.12.1977;SRP;RP;Work#10;
X-6755;1.12.1977;SRP;RP;Work#3;
X-1222;2.12.1977;SRP;RP;Work#9;
X-696;1.12.1977;SRP;RP;Work#2;
X-4896;30.11.1977;SRP;RP;Work#1;
X-7894;15.01.1978;SRP;ID;Work#10;
X-8280;30.11.1977;SRP;RP;Work#3;
X-7070;30.11.1977;SRP;RP;Work#2;
X-10971;17.12.1977;PCP;RP;Work#4;
X-528;30.11.1977;PCP;RP;Work#9;
X-3757;30.11.1977;PCP;RP;Work#6;
X-3978;29.11.1977;SRP;RP;Work#6;
X-7111;30.11.1977;SRP;RP;Work#6;
X-10937;29.11.1977;SRP;RP;Work#8;
X-6459;8.12.1977;SRP;ID;Work#5;
X-2212;28.11.1977;SRP;RP;Work#5;
X-3811;29.11.1977;SRP;RP;Work#2;
X-1898;1.12.1977;PCP;ID;Work#2;
X-696;28.11.1977;SRP;RP;Work#4;
X-7894;28.11.1977;SRP;RP;Work#4;
X-7070;27.11.1977;SRP;GD;Work#2;
X-7879;27.11.1977;SRP;RP;Work#4;
X-6649;27.11.1977;SRP;RP;Work#7;
X-2212;26.11.1977;SRP;RP;Work#3;
X-7229;26.11.1977;SRP;RP;Work#3;
X-8326;25.11.1977;PCP;RP;Work#10;
X-8280;25.11.1977;SRP;RP;Work#5;
X-955;25.11.1977;SRP;RP;Work#2;
X-1056;24.11.1977;SRP;RP;Work#3;
X-1898;28.11.1977;PCP;RP;Work#7;
X-6649;24.11.1977;SRP;RP;Work#5;
X-8326;24.11.1977;PCP;RP;Work#1;
X-2212;23.11.1977;SRP;RP;Work#3;
X-5227;22.11.1977;SRP;RP;Work#3;
X-10130;22.11.1977;SRP;RP;Work#7;
X-6623;6.12.1977;SRP;RP;Work#6;
X-1056;22.11.1977;SRP;RP;Work#6;
X-8326;22.11.1977;PCP;RP;Work#6;
X-9312;22.11.1977;SRP;RP;Work#9;
X-3962;24.11.1977;SRP;ID;Work#5;
X-2212;21.11.1977;SRP;RP;Work#8;
X-7894;21.11.1977;SRP;RP;Work#4;
X-10537;21.11.1977;SRP;RP;Work#2;
X-3757;26.11.1977;SRP;ID;Work#9;
X-8280;21.11.1977;SRP;RP;Work#5;
X-7070;22.11.1977;SRP;RP;Work#8;
X-4733;21.11.1977;SRP;RP;Work#7;
X-9344;16.12.1977;PCP;ID;Work#9;
X-3819;21.12.1977;PCP;ID;Work#2;
X-396;25.11.1977;PCP;ID;Work#10;
X-4602;6.12.1977;SRP;RP;Work#7;
X-9009;21.11.1977;PCP;RP;Work#6;
X-6623;20.11.1977;SRP;RP;Work#9;
X-8665;20.11.1977;SRP;RP;Work#5;
X-1898;21.11.1977;PCP;ID;Work#9;
X-6420;22.11.1977;PCP;ID;Work#3;
X-3978;18.11.1977;SRP;RP;Work#2;
X-4241;18.11.1977;SRP;RP;Work#7;
X-10937;19.11.1977;SRP;RP;Work#8;
X-7070;18.11.1977;SRP;GD;Work#2;
X-396;18.11.1977;PCP;RP;Work#1;
X-3819;18.11.1977;PCP;RP;Work#9;
X-3934;6.12.1977;SRP;RP;Work#6;
X-9344;19.11.1977;PCP;RP;Work#4;
X-6420;17.11.1977;PCP;RP;Work#7;
X-5065;17.11.1977;PCP;RP;Work#7;
X-10953;6.12.1977;SRP;RP;Work#4;
X-4602;17.11.1977;SRP;RP;Work#8;
X-6212;19.11.1977;PCP;ID;Work#4;
X-7127;16.11.1977;SRP;RP;Work#9;
X-9344;16.11.1977;PCP;RP;Work#2;
X-9029;16.11.1977;SRP;RP;Work#7;
X-6933;16.11.1977;SRP;RP;Work#6;
X-7894;16.11.1977;SRP;RP;Work#8;
X-10937;16.11.1977;SRP;RP;Work#8;
X-1898;16.11.1977;PCP;RP;Work#3;
X-8831;16.11.1977;PCP;RP;Work#8;
X-3978;15.11.1977;SRP;RP;Work#2;
X-9958;16.11.1977;SRP;RP;Work#6;
X-8000;7.12.1977;SRP;RP;Work#4;
X-10953;15.11.1977;SRP;RP;Work#3;
X-9029;14.11.1977;SRP;RP;Work#5;
X-1683;12.12.1977;SRP;RP;Work#8;
X-6623;15.11.1977;SRP;RP;Work#7;
X-8665;15.11.1977;SRP;RP;Work#2;
X-3934;14.11.1977;SRP;RP;Work#9;
X-6212;15.11.1977;PCP;RP;Work#3;
X-4196;14.11.1977;PCP;ID;Work#9;
X-5842;13.11.1977;SRP;RP;Work#4;
X-4456;13.11.1977;SRP;RP;Work#8;
X-4344;16.11.1977;PCP;ID;Work#6;
X-4602;14.11.1977;SRP;RP;Work#1;
X-7894;14.11.1977;SRP;RP;Work#10;
X-9029;12.11.1977;SRP;RP;Work#2;
X-10953;12.11.1977;SRP;RP;Work#5;
X-4328;12.11.1977;PCP;RP;Work#10;
X-4328;14.11.1977;PCP;ID;Work#3;
X-5069;15.11.1977;PCP;RP;Work#10;
X-1683;12.11.1977;SRP;RP;Work#9;
X-6499;16.11.1977;PCP;ID;Work#5;
X-3819;15.11.1977;PCP;RP;Work#1;
X-10272;11.11.1977;SRP;RP;Work#7;
X-6623;12.11.1977;SRP;RP;Work#9;
X-9958;11.11.1977;SRP;GD;Work#2;
X-4733;11.11.1977;SRP;RP;Work#9;
X-332;11.11.1977;SRP;RP;Work#5;
X-7894;11.11.1977;SRP;RP;Work#3;
X-7879;10.11.1977;SRP;RP;Work#10;
X-4328;10.11.1977;PCP;RP;Work#10;
X-7229;10.11.1977;SRP;RP;Work#9;
X-3934;12.11.1977;SRP;RP;Work#6;
X-4344;11.11.1977;PCP;RP;Work#1;
X-10953;10.11.1977;SRP;RP;Work#2;
X-8284;12.11.1977;PCP;RP;Work#1;
X-7127;9.11.1977;SRP;RP;Work#5;
X-6499;9.11.1977;PCP;RP;Work#3;
X-6623;9.11.1977;SRP;RP;Work#5;
X-7140;10.11.1977;PCP;RP;Work#2;
X-1898;10.11.1977;PCP;RP;Work#1;
X-1056;18.11.1977;SRP;ID;Work#3;
X-1683;10.11.1977;SRP;RP;Work#8;
X-3757;10.11.1977;SRP;RP;Work#10;
X-8831;10.11.1977;PCP;RP;Work#9;
X-9312;9.11.1977;SRP;RP;Work#3;
X-8280;9.11.1977;SRP;RP;Work#6;
X-8421;10.11.1977;SRP;RP;Work#4;
X-10272;9.11.1977;SRP;RP;Work#9;
X-2601;10.11.1977;SRP;ID;Work#4;
X-7070;8.11.1977;SRP;RP;Work#1;
X-8000;10.11.1977;SRP;RP;Work#1;
X-520;9.11.1977;SRP;ID;Work#7;
X-3934;8.11.1977;SRP;RP;Work#2;
X-787;8.11.1977;SRP;RP;Work#5;
X-4328;7.11.1977;PCP;RP;Work#3;
X-6623;7.11.1977;SRP;RP;Work#7;
X-6499;7.11.1977;PCP;RP;Work#8;
X-7140;7.11.1977;PCP;RP;Work#10;
X-4338;6.11.1977;SRP;RP;Work#9;
X-3757;6.11.1977;SRP;GD;Work#2;
X-2844;10.11.1977;PCP;ID;Work#1;
X-3896;6.11.1977;SRP;RP;Work#5;
X-787;5.11.1977;SRP;RP;Work#7;
X-3980;5.11.1977;SRP;RP;Work#10;
X-790;5.11.1977;SRP;RP;Work#3;
X-1056;5.11.1977;SRP;RP;Work#6;
X-5059;5.11.1977;SRP;RP;Work#1;
X-307;12.11.1977;SRP;RP;Work#1;
X-7837;5.11.1977;PCP;RP;Work#7;
X-6623;4.11.1977;SRP;RP;Work#2;
X-3934;5.11.1977;SRP;RP;Work#9;
X-520;5.11.1977;SRP;RP;Work#1;
X-9516;12.11.1977;PCP;ID;Work#1;
X-8000;5.11.1977;SRP;RP;Work#8;
X-6464;28.11.1977;PCP;ID;Work#9;
X-5117;4.11.1977;SRP;RP;Work#4;
X-2844;4.11.1977;PCP;RP;Work#2;
X-3896;4.11.1977;SRP;RP;Work#10;
X-10272;2.11.1977;SRP;ID;Work#2;
X-6755;2.11.1977;SRP;RP;Work#1;
X-2601;3.11.1977;SRP;RP;Work#4;
X-9516;2.11.1977;PCP;RP;Work#10;
X-8284;2.11.1977;PCP;RP;Work#5;
X-9958;5.11.1977;SRP;ID;Work#7;
X-696;2.11.1977;SRP;RP;Work#10;
X-6933;1.11.1977;SRP;RP;Work#2;
X-7894;5.11.1977;SRP;RP;Work#3;
X-520;2.11.1977;SRP;RP;Work#8;
X-10467;30.10.1977;SRP;RP;Work#9;
X-9958;29.10.1977;SRP;RP;Work#10;
X-128;29.10.1977;SRP;RP;Work#5;
X-6464;2.11.1977;PCP;RP;Work#2;
X-5059;29.10.1977;SRP;RP;Work#6;
X-7127;6.11.1977;SRP;RP;Work#2;
X-696;29.10.1977;SRP;RP;Work#1;
X-97;4.11.1977;SRP;RP;Work#5;
X-4328;3.11.1977;SRP;ID;Work#5;
X-6641;29.01.1978;PCP;RP;Work#9;
X-5708;30.10.1977;SRP;ID;Work#6;
X-3934;1.11.1977;SRP;RP;Work#1;
X-7229;27.10.1977;SRP;RP;Work#3;
X-955;27.10.1977;SRP;RP;Work#5;
X-696;27.10.1977;SRP;RP;Work#3;
